City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
274,Carnarvon,-24.8667,113.6333,71.49,55,30,15.37,AU,2022-05-23 01:20:55
275,Aksay,47.26,39.87,54.25,86,6,8.99,RU,2022-05-23 01:20:55
276,Panguna,-6.3164,155.4848,82.9,55,30,2.82,PG,2022-05-23 01:20:56
277,Lagoa,39.05,-27.9833,61.45,91,100,13.42,PT,2022-05-23 01:20:57
278,Bureya,49.8133,129.8131,56.52,71,100,22.06,RU,2022-05-23 01:20:57
279,Saldanha,-33.0117,17.9442,48.25,90,100,1.45,ZA,2022-05-23 01:20:58
280,Uige,-7.6087,15.0613,63.32,96,100,2.01,AO,2022-05-23 01:20:58
281,Hithadhoo,-0.6,73.0833,83.37,73,100,13.98,MV,2022-05-23 01:20:11
282,Geraldton,-28.7667,114.6,68.41,64,75,18.41,AU,2022-05-23 01:17:50
283,Udachnyy,66.4167,112.4,57.45,40,100,15.21,RU,2022-05-23 01:17:53
284,Beringovskiy,63.05,179.3167,42.82,72,76,10.6,RU,2022-05-23 01:20:59
285,Saint Anthony,45.0205,-93.218,56.66,45,20,5.75,US,2022-05-23 01:21:00
286,Hambantota,6.1241,81.1185,79.61,84,98,15.68,LK,2022-05-23 01:21:00
287,Mwingi,-0.9344,38.0601,63.03,88,64,3.96,KE,2022-05-23 01:21:01
288,Cabedelo,-6.9811,-34.8339,75.87,87,49,13.67,BR,2022-05-23 01:21:01
289,Pacatuba,-3.9842,-38.6203,72.77,93,25,1.7,BR,2022-05-23 01:21:02
290,Pasighat,28.0667,95.3333,78.3,76,77,0.87,IN,2022-05-23 01:21:02
291,Mujiayingzi,42.1167,118.7833,78.08,27,63,6.04,CN,2022-05-23 01:21:03
292,Miyazu,35.5333,135.1833,70.0,59,1,8.12,JP,2022-05-23 01:17:45
293,Stabat,3.761,98.4513,82.6,93,100,1.68,ID,2022-05-23 01:21:04
294,Severnoye,56.3491,78.3619,49.57,68,1,13.71,RU,2022-05-23 01:21:04
295,Yongan,39.6957,113.6871,69.08,35,100,3.8,CN,2022-05-23 01:21:05
296,George Town,5.4112,100.3354,84.13,82,20,4.61,MY,2022-05-23 01:19:05
297,Bathsheba,13.2167,-59.5167,81.21,78,20,16.11,BB,2022-05-23 01:21:05
298,Bahar,34.9072,48.4414,48.36,49,0,0.0,IR,2022-05-23 01:21:06
299,Torbay,47.6666,-52.7314,54.37,64,100,14.97,CA,2022-05-23 01:17:52
300,Gamba,-2.65,10.0,75.0,78,92,5.5,GA,2022-05-23 01:16:43
301,Georgetown,5.4112,100.3354,84.13,82,20,4.61,MY,2022-05-23 01:21:07
302,Aleksandrov Gay,50.147,48.5704,47.05,97,100,7.29,RU,2022-05-23 01:21:08
303,Marzuq,14.4,46.4667,73.6,20,14,1.54,YE,2022-05-23 01:21:08
304,Chuy,-33.6971,-53.4616,52.52,83,15,6.29,UY,2022-05-23 01:16:41
305,Pullman,46.7313,-117.1796,66.43,41,0,6.91,US,2022-05-23 01:19:34
306,Faya,18.3851,42.4509,68.11,31,0,1.63,SA,2022-05-23 01:16:12
307,Ganzhou,28.8184,115.4327,66.99,92,100,1.88,CN,2022-05-23 01:21:10
308,Yenagoa,4.9247,6.2642,75.2,94,100,3.47,NG,2022-05-23 01:21:10
309,Mucurapo,10.6667,-61.5333,77.97,89,100,9.44,TT,2022-05-23 01:21:11
310,Dawlatabad,36.4141,64.9053,60.22,36,0,6.55,AF,2022-05-23 01:21:11
311,Liverpool,53.4106,-2.9779,55.09,81,63,10.36,GB,2022-05-23 01:18:25
312,Oistins,13.0667,-59.5333,80.69,78,20,16.11,BB,2022-05-23 01:21:12
313,Nakasongola,1.3089,32.4564,62.65,96,100,2.89,UG,2022-05-23 01:20:18
314,Nagai,38.1036,140.035,57.81,91,100,0.78,JP,2022-05-23 01:17:35
315,Hudson Bay,52.85,-102.3842,55.85,45,92,11.48,CA,2022-05-23 01:21:14
316,Berlevag,70.8578,29.0864,39.15,81,100,4.61,NO,2022-05-23 01:21:14
317,Sao Filipe,14.8961,-24.4956,71.96,75,21,7.36,CV,2022-05-23 01:21:15
318,Chavinda,20.0167,-102.45,84.31,25,0,6.82,MX,2022-05-23 01:21:15
319,Baie-Comeau,49.2168,-68.1489,46.08,100,100,9.22,CA,2022-05-23 01:22:16
320,Whitecourt,54.1502,-115.6855,65.44,20,75,9.22,CA,2022-05-23 01:22:17
321,Cairns,-16.9167,145.7667,83.1,71,100,11.5,AU,2022-05-23 01:17:55
322,Rezina,47.7492,28.9622,48.67,81,100,10.69,MD,2022-05-23 01:22:18
323,Belaya Gora,68.5333,146.4167,53.38,48,11,4.63,RU,2022-05-23 01:22:18
324,Wasilla,61.5814,-149.4394,69.78,23,0,14.97,US,2022-05-23 01:18:13
325,San Vicente,-26.6167,-54.1333,53.71,72,100,2.15,AR,2022-05-23 01:22:19
326,Poum,-20.2333,164.0167,77.7,82,4,17.05,NC,2022-05-23 01:20:16
327,Shenxian,36.2411,115.6672,83.17,26,39,10.36,CN,2022-05-23 01:22:20
328,Kiama,-34.6833,150.8667,58.48,95,100,5.99,AU,2022-05-23 01:22:20
329,Manuk Mangkaw,4.8,119.85,80.65,77,100,3.8,PH,2022-05-23 01:22:21
330,Fillmore,43.6666,-92.1002,54.09,53,0,3.44,US,2022-05-23 01:22:22
331,Buraydah,26.326,43.975,86.45,10,0,7.81,SA,2022-05-23 01:22:22
332,Nome,64.5011,-165.4064,67.15,36,0,9.22,US,2022-05-23 01:22:23
333,Igarka,67.4667,86.5833,44.78,82,100,7.67,RU,2022-05-23 01:22:23
334,Cururupu,-1.8283,-44.8683,73.22,94,28,1.5,BR,2022-05-23 01:22:24
335,Inuvik,68.3499,-133.7218,32.76,55,40,11.5,CA,2022-05-23 01:17:40
336,Virginia Beach,36.8529,-75.978,86.02,72,2,13.89,US,2022-05-23 01:18:16
337,Vanimo,-2.6741,141.3028,85.78,66,100,6.24,PG,2022-05-23 01:22:25
338,Mecca,21.4267,39.8261,83.37,36,0,7.05,SA,2022-05-23 01:22:26
339,Atar,20.5169,-13.0499,87.1,20,4,4.21,MR,2022-05-23 01:22:26
340,Yaan,7.3833,8.5667,75.9,86,100,7.27,NG,2022-05-23 01:22:27
341,Tomatlan,19.9333,-105.25,80.19,59,0,7.47,MX,2022-05-23 01:22:28
342,Matagami,49.7502,-77.6328,42.91,65,100,4.61,CA,2022-05-23 01:22:29
343,Timizart,36.8,4.2667,72.43,38,7,5.28,DZ,2022-05-23 01:22:30
344,Fort Nelson,58.8053,-122.7002,60.39,41,75,5.75,CA,2022-05-23 01:22:32
345,Port-Cartier,50.0334,-66.8654,52.02,96,100,4.18,CA,2022-05-23 01:22:32
346,Karpogory,64.0019,44.4451,29.71,75,100,12.84,RU,2022-05-23 01:22:32
347,Vestmanna,62.1564,-7.1664,45.52,93,100,3.44,FO,2022-05-23 01:22:33
348,Minot,48.2325,-101.2963,59.22,29,100,10.36,US,2022-05-23 01:20:26
349,Port Hedland,-20.3167,118.5667,80.65,89,40,4.61,AU,2022-05-23 01:19:20
350,Ponta Delgada,37.7333,-25.6667,68.5,94,75,3.44,PT,2022-05-23 01:22:34
351,Kayerkan,69.3497,87.7602,32.52,100,100,7.23,RU,2022-05-23 01:22:34
352,Flinders,-34.5833,150.8552,58.28,93,100,5.08,AU,2022-05-23 01:22:35
353,Puerto Madryn,-42.7692,-65.0385,46.47,57,85,13.35,AR,2022-05-23 01:22:35
354,Bagua Grande,-5.7561,-78.4411,75.97,74,11,5.21,PE,2022-05-23 01:22:36
355,Mwanza,-2.5167,32.9,69.57,72,92,4.54,TZ,2022-05-23 01:22:36
356,Boguchany,58.3814,97.4531,57.94,62,0,2.13,RU,2022-05-23 01:22:37
357,Manado,1.487,124.8455,88.57,66,20,1.14,ID,2022-05-23 01:22:37
358,Bandarbeyla,9.4942,50.8122,80.58,80,100,17.2,SO,2022-05-23 01:22:38
359,Sao Joao Da Barra,-21.6403,-41.0511,69.96,71,19,8.43,BR,2022-05-23 01:22:38
360,Portobelo,9.55,-79.65,79.95,81,82,8.55,PA,2022-05-23 01:22:39
361,Magadan,59.5667,150.8,40.53,95,100,21.94,RU,2022-05-23 01:21:58
362,Katsuura,35.1333,140.3,66.15,83,43,17.58,JP,2022-05-23 01:22:39
363,Srandakan,-7.9386,110.2506,80.91,76,98,4.38,ID,2022-05-23 01:22:40
364,Bantry,51.6833,-9.45,52.79,90,100,7.63,IE,2022-05-23 01:22:40
365,Majene,-3.5403,118.9707,82.38,75,39,9.73,ID,2022-05-23 01:22:41
366,Port Lincoln,-34.7333,135.8667,64.42,65,31,11.68,AU,2022-05-23 01:23:41
367,Nikolskoye,59.7035,30.7861,43.88,57,94,2.57,RU,2022-05-23 01:23:42
368,Ormara,25.2088,64.6357,86.05,54,0,10.74,PK,2022-05-23 01:23:42
369,Lahti,59.9911,30.1597,44.15,62,90,1.16,RU,2022-05-23 01:23:43
370,Trincomalee,8.5711,81.2335,80.85,81,15,20.74,LK,2022-05-23 01:23:43
371,Gat,31.61,34.7642,66.4,100,5,9.62,IL,2022-05-23 01:23:44
372,Kondoa,-4.9,35.7833,57.61,89,82,3.44,TZ,2022-05-23 01:23:44
373,Porto Novo,6.4965,2.6036,78.62,89,98,3.09,BJ,2022-05-23 01:23:45
374,Nemuro,43.3236,145.575,46.26,94,100,16.13,JP,2022-05-23 01:23:45
375,Ilulissat,69.2167,-51.1,32.02,100,100,0.0,GL,2022-05-23 01:23:45
376,Green River,41.5286,-109.4662,55.98,26,18,8.01,US,2022-05-23 01:21:31
377,Petropavlovsk-Kamchatskiy,53.0452,158.6483,41.59,100,100,8.95,RU,2022-05-23 01:23:46
378,Halifax,44.6453,-63.5724,55.69,98,100,10.36,CA,2022-05-23 01:22:37
379,Datong,40.0936,113.2914,71.02,35,78,6.62,CN,2022-05-23 01:23:47
380,Farcasa,47.5833,23.3333,50.25,71,45,3.44,RO,2022-05-23 01:23:47
381,Mandurah,-32.55,115.7,62.91,65,100,25.66,AU,2022-05-23 01:23:19
382,Haapiti,-17.5667,-149.8667,83.93,71,9,12.95,PF,2022-05-23 01:23:48
383,Meulaboh,4.1363,96.1285,79.05,84,100,2.86,ID,2022-05-23 01:23:48
384,Provideniya,64.3833,-173.3,53.71,54,0,11.18,RU,2022-05-23 01:23:49
385,Yuksekova,37.5736,44.2872,55.15,58,75,5.75,TR,2022-05-23 01:23:49
386,Wolgast,54.05,13.7667,46.85,79,73,4.94,DE,2022-05-23 01:23:50
387,Caramay,10.1815,119.236,81.57,85,100,8.39,PH,2022-05-23 01:23:20
388,Cap-Aux-Meules,47.3821,-61.8597,60.85,94,100,19.57,CA,2022-05-23 01:23:51
389,Pemba,-12.974,40.5178,74.1,94,20,5.75,MZ,2022-05-23 01:23:52
390,Broome,42.2506,-75.833,57.69,87,75,12.66,US,2022-05-23 01:23:52
391,Moissala,8.3404,17.7663,78.69,60,76,5.82,TD,2022-05-23 01:23:53
392,Ahipara,-35.1667,173.1667,62.26,69,100,11.68,NZ,2022-05-23 01:23:53
393,Yerbogachen,61.2767,108.0108,56.79,69,78,3.74,RU,2022-05-23 01:23:45
394,Alto Longa,-5.2511,-42.2103,73.31,79,7,4.34,BR,2022-05-23 01:23:54
395,Ramanuj Ganj,23.8,83.7,82.36,38,44,3.6,IN,2022-05-23 01:23:54
396,Neepawa,50.2289,-99.4664,61.2,55,100,6.29,CA,2022-05-23 01:23:55
397,Kloulklubed,7.0419,134.2556,82.9,71,100,11.52,PW,2022-05-23 01:23:55
398,Constitucion,-35.3333,-72.4167,51.91,92,100,10.96,CL,2022-05-23 01:23:56
399,Pushkino,56.0172,37.8667,37.09,80,86,6.15,RU,2022-05-23 01:23:56
400,Sterling,39.0062,-77.4286,71.71,93,75,5.01,US,2022-05-23 01:23:57
401,Kudahuvadhoo,2.6708,72.8944,83.28,73,99,12.39,MV,2022-05-23 01:20:13
402,Surt,31.2089,16.5887,69.26,37,0,13.2,LY,2022-05-23 01:23:57
403,Kawalu,-7.3817,108.2082,78.75,76,87,2.59,ID,2022-05-23 01:23:58
404,Kasongo-Lunda,-6.4667,16.8167,68.56,98,69,0.96,CD,2022-05-23 01:23:58
405,Bahia Honda,22.9036,-83.1592,80.24,82,29,9.04,CU,2022-05-23 01:23:59
406,Itacoatiara,-3.1431,-58.4442,73.87,93,2,2.37,BR,2022-05-23 01:23:59
407,Bereda,43.2686,-7.5406,59.41,100,59,2.35,ES,2022-05-23 01:23:59
408,Clarence Town,-32.5833,151.7833,63.81,90,100,1.79,AU,2022-05-23 01:24:00
409,Forfar,56.6431,-2.8903,48.07,95,45,4.7,GB,2022-05-23 01:24:00
410,Neiafu,-18.65,-173.9833,86.68,70,40,9.22,TO,2022-05-23 01:24:01
411,Ballina,-28.8667,153.5667,62.78,79,100,11.92,AU,2022-05-23 01:24:01
412,Recreio,-21.525,-42.4692,58.93,85,0,2.35,BR,2022-05-23 01:25:02
413,Vangaindrano,-23.35,47.6,64.35,93,6,3.56,MG,2022-05-23 01:25:02
414,Broken Hill,-31.95,141.4333,62.51,56,0,9.55,AU,2022-05-23 01:25:07
415,Nishihara,26.1842,127.7558,74.48,89,100,11.5,JP,2022-05-23 01:25:08
416,Saint-Esteve,42.7131,2.843,69.19,84,100,5.75,FR,2022-05-23 01:25:08
417,Waipawa,-41.4122,175.5153,53.92,55,8,5.68,NZ,2022-05-23 01:23:08
418,Svetlogorsk,52.6333,29.7333,42.31,87,100,5.95,BY,2022-05-23 01:25:09
419,Zhanaozen,43.3,52.8,61.29,36,0,17.92,KZ,2022-05-23 01:25:09
420,Severnyy,50.677,36.5532,42.84,93,0,6.71,RU,2022-05-23 01:25:10
421,Alikalia,9.1667,-11.4,70.18,99,100,3.2,SL,2022-05-23 01:25:10
422,Barcelos,41.5388,-8.6151,62.85,96,46,4.41,PT,2022-05-23 01:25:11
423,Victor Harbor,-35.5667,138.6167,65.68,63,29,11.05,AU,2022-05-23 01:25:11
424,Manoharpur,27.3,75.95,82.15,61,1,9.75,IN,2022-05-23 01:25:12
425,Mitsamiouli,-11.3847,43.2844,78.4,83,100,12.55,KM,2022-05-23 01:25:12
426,Malanville,11.8685,3.3899,81.55,61,100,10.58,BJ,2022-05-23 01:25:13
427,Pecan Grove,29.6261,-95.7316,80.58,75,0,8.05,US,2022-05-23 01:25:13
428,Malanje,-9.5402,16.341,62.6,83,100,3.13,AO,2022-05-23 01:25:14
429,Hobyo,5.3505,48.5268,80.55,79,92,24.79,SO,2022-05-23 01:25:14
430,Swan Hill,-35.3378,143.5544,61.63,62,0,8.52,AU,2022-05-23 01:25:15
431,Boa Vista,2.8197,-60.6733,75.18,88,75,4.61,BR,2022-05-23 01:25:15
432,Eureka,40.8021,-124.1637,58.19,84,100,5.01,US,2022-05-23 01:25:16
433,Rehoboth,-23.3167,17.0833,45.84,68,54,3.47,NA,2022-05-23 01:25:16
434,Guiglo,6.5456,-7.4966,70.16,100,100,2.71,CI,2022-05-23 01:25:17
435,Hay River,60.8156,-115.7999,42.78,52,40,6.91,CA,2022-05-23 01:25:17
436,Palamos,41.8484,3.1291,65.44,52,74,5.01,ES,2022-05-23 01:25:18
437,Suntar,62.1444,117.6319,62.4,48,90,4.09,RU,2022-05-23 01:25:18
438,Varzea Da Palma,-17.5981,-44.7308,60.6,60,0,1.36,BR,2022-05-23 01:25:19
439,Buritis,-15.6178,-46.4233,64.13,63,0,2.66,BR,2022-05-23 01:25:19
440,Batouri,4.4333,14.3667,68.88,99,100,0.63,CM,2022-05-23 01:25:20
441,Cayenne,4.9333,-52.3333,82.09,1,0,0.0,GF,2022-05-23 01:24:09
442,Waycross,31.2136,-82.354,75.45,91,40,4.61,US,2022-05-23 01:25:21
443,Bahia Blanca,-38.7196,-62.2724,57.54,43,100,5.55,AR,2022-05-23 01:25:21
444,Mariel,22.9875,-82.7536,78.94,80,57,12.12,CU,2022-05-23 01:25:22
445,Shimoda,34.6667,138.95,68.36,72,20,8.1,JP,2022-05-23 01:25:22
446,Souillac,-20.5167,57.5167,73.78,78,40,6.91,MU,2022-05-23 01:25:23
447,Rawson,-43.3002,-65.1023,45.9,60,17,14.79,AR,2022-05-23 01:25:23
448,Mahon,39.8885,4.2658,66.76,88,0,6.91,ES,2022-05-23 01:25:24
449,College,64.8569,-147.8028,67.59,25,40,14.97,US,2022-05-23 01:25:24
450,Sur,22.5667,59.5289,93.07,36,4,17.67,OM,2022-05-23 01:25:25
451,Birjand,32.8663,59.2211,48.67,29,0,4.61,IR,2022-05-23 01:25:25
452,Moa,20.6569,-74.9403,77.76,84,83,10.16,CU,2022-05-23 01:25:26
453,Saint-Augustin,51.226,-58.6502,44.96,95,100,8.61,CA,2022-05-23 01:25:26
454,Hoopstad,-27.8327,25.9083,49.8,78,5,6.6,ZA,2022-05-23 01:25:27
455,Karratha,-20.7377,116.8463,73.08,77,100,5.66,AU,2022-05-23 01:25:27
456,Lethem,3.3803,-59.7968,72.21,95,100,1.14,GY,2022-05-23 01:25:28
457,Bhawanipatna,19.9,83.1667,87.17,42,5,4.38,IN,2022-05-23 01:25:28
458,Kampot,10.6167,104.1833,82.45,89,100,13.73,KH,2022-05-23 01:26:29
459,Rorvik,64.8621,11.2373,48.76,85,79,9.26,NO,2022-05-23 01:26:29
460,Agadir,30.4202,-9.5982,66.65,72,45,3.62,MA,2022-05-23 01:26:30
461,Laguna,38.421,-121.4238,91.15,13,0,10.36,US,2022-05-23 01:26:30
462,Pedasi,7.5333,-80.0333,80.06,83,100,8.88,PA,2022-05-23 01:23:08
463,Phalaborwa,-23.943,31.1411,54.99,87,92,4.14,ZA,2022-05-23 01:26:31
464,Izhma,65.0083,53.9113,32.47,97,100,10.78,RU,2022-05-23 01:26:31
465,Chapais,49.7834,-74.8492,33.58,93,95,5.3,CA,2022-05-23 01:26:32
466,Anqing,30.5092,117.0506,73.83,73,91,2.64,CN,2022-05-23 01:26:32
467,Keti Bandar,24.1447,67.4497,81.81,90,49,23.44,PK,2022-05-23 01:26:33
468,Oussouye,12.485,-16.5469,73.98,75,100,9.4,SN,2022-05-23 01:26:33
469,Udaipura,23.0833,78.5,85.68,54,0,13.91,IN,2022-05-23 01:26:34
470,Sioux Lookout,50.1001,-91.917,53.67,32,20,8.05,CA,2022-05-23 01:26:34
471,Pacific Grove,36.6177,-121.9166,67.55,76,0,11.5,US,2022-05-23 01:26:35
472,Rudnogorsk,57.2639,103.7519,52.2,58,38,4.14,RU,2022-05-23 01:26:35
473,Pringsewu,-5.3582,104.9744,77.9,87,61,1.12,ID,2022-05-23 01:26:36
474,Taltal,-25.4,-70.4833,63.14,69,1,4.79,CL,2022-05-23 01:23:51
475,Bonthe,7.5264,-12.505,78.21,86,100,10.02,SL,2022-05-23 01:26:36
476,Korla,41.7597,86.1469,78.71,21,100,13.67,CN,2022-05-23 01:26:37
477,Porto Santo,33.072,-16.3415,64.78,72,40,10.36,PT,2022-05-23 01:26:37
478,Kemijarvi,66.7131,27.4306,40.95,93,75,5.44,FI,2022-05-23 01:26:38
479,Salalah,17.0151,54.0924,84.29,74,40,1.14,OM,2022-05-23 01:24:53
480,Araouane,18.9048,-3.5265,85.05,18,0,8.99,ML,2022-05-23 01:26:39
481,Chaykovskiy,56.7686,54.1148,30.7,89,29,3.83,RU,2022-05-23 01:26:39
482,Taoudenni,22.6783,-3.9836,90.03,9,0,9.82,ML,2022-05-23 01:26:39
483,Doha,25.2867,51.5333,89.58,27,0,17.27,QA,2022-05-23 01:22:23
484,Chincha Alta,-13.4099,-76.1323,61.39,87,53,3.09,PE,2022-05-23 01:26:40
485,Kununurra,-15.7667,128.7333,84.18,26,77,11.5,AU,2022-05-23 01:26:40
486,Sitka,57.0531,-135.33,53.49,66,100,5.75,US,2022-05-23 01:26:41
487,Huaura,-11.07,-77.5994,64.45,87,22,5.14,PE,2022-05-23 01:26:41
488,Chenghai,23.4632,116.768,75.11,78,100,6.71,CN,2022-05-23 01:26:42
489,Asau,46.4333,26.4,51.28,89,100,2.26,RO,2022-05-23 01:26:42
490,Kuytun,54.3419,101.5036,53.08,57,100,5.86,RU,2022-05-23 01:26:43
491,Solnechnyy,50.7214,136.6319,51.39,54,100,4.68,RU,2022-05-23 01:26:43
492,Zaysan,47.4667,84.8667,62.87,63,100,9.46,KZ,2022-05-23 01:26:46
493,Vidim,56.4088,103.1106,50.61,63,19,6.33,RU,2022-05-23 01:26:47
494,Kijang,35.2442,129.2139,69.94,65,12,5.3,KR,2022-05-23 01:26:49
495,Ariquemes,-9.9133,-63.0408,72.66,82,31,1.41,BR,2022-05-23 01:26:50
496,Alice Springs,-23.7,133.8833,69.35,32,29,11.5,AU,2022-05-23 01:26:08
497,Ilo,-17.6394,-71.3375,64.11,82,61,5.93,PE,2022-05-23 01:26:50
498,San Juan,-31.5375,-68.5364,61.56,27,10,7.02,AR,2022-05-23 01:24:22
499,Yerkoy,39.6381,34.4672,55.51,68,100,5.03,TR,2022-05-23 01:26:51
500,Lavrentiya,65.5833,-171.0,40.73,78,99,4.9,RU,2022-05-23 01:26:51
501,Cochabamba,-17.3895,-66.1568,55.2,26,3,4.61,BO,2022-05-23 01:26:52
502,Santo Domingo,18.5001,-69.9886,80.04,85,40,4.0,DO,2022-05-23 01:22:25
503,Lannion,48.75,-3.4167,54.68,91,100,6.85,FR,2022-05-23 01:27:52
504,Salinopolis,-0.6136,-47.3561,77.94,82,100,7.2,BR,2022-05-23 01:27:43
505,Akersberga,59.4794,18.2997,42.06,56,20,3.09,SE,2022-05-23 01:27:53
506,Hualmay,-11.0964,-77.6139,64.38,87,23,5.77,PE,2022-05-23 01:27:54
507,Shenjiamen,29.9576,122.298,64.27,81,100,16.37,CN,2022-05-23 01:27:54
508,Toro,4.6117,-76.0814,76.28,96,89,3.36,CO,2022-05-23 01:27:54
509,Neuquen,-38.9516,-68.0591,51.69,66,75,5.75,AR,2022-05-23 01:27:55
510,Pasco,28.292,-82.4165,85.98,78,87,4.76,US,2022-05-23 01:23:39
511,Isangel,-19.55,169.2667,84.31,74,75,6.91,VU,2022-05-23 01:27:55
512,Kamenka,51.3223,42.7678,43.81,95,100,9.55,RU,2022-05-23 01:27:56
513,Mount Isa,-20.7333,139.5,76.77,44,0,11.5,AU,2022-05-23 01:27:56
514,Kahta,37.7855,38.6237,60.17,76,0,3.36,TR,2022-05-23 01:27:57
515,Dunedin,-45.8742,170.5036,55.8,42,10,15.01,NZ,2022-05-23 01:27:57
516,San Policarpo,12.1791,125.5072,83.46,73,99,9.06,PH,2022-05-23 01:27:58
517,Solton,52.8429,86.4787,54.97,70,100,9.08,RU,2022-05-23 01:27:58
518,Izvestkovyy,48.9833,131.55,56.79,54,100,13.13,RU,2022-05-23 01:27:59
519,Bundaberg,-24.85,152.35,73.22,76,100,7.0,AU,2022-05-23 01:27:59
520,Dalby,-27.1833,151.2667,66.97,63,100,4.0,AU,2022-05-23 01:27:59
521,Maceio,-9.6658,-35.7353,74.64,94,75,3.44,BR,2022-05-23 01:28:00
522,Odweyne,9.4092,45.064,75.18,58,98,6.93,SO,2022-05-23 01:28:00
523,Pokhara,28.2333,83.9833,67.95,75,89,1.66,NP,2022-05-23 01:23:03
524,Hailey,43.5196,-114.3153,51.89,66,40,8.05,US,2022-05-23 01:24:02
525,Ranong,9.9658,98.6348,80.53,84,100,12.68,TH,2022-05-23 01:28:01
526,Birao,10.2849,22.7882,83.32,43,99,1.61,CF,2022-05-23 01:28:02
527,Mozarlandia,-14.7447,-50.5706,63.21,34,0,1.81,BR,2022-05-23 01:28:02
528,Ixtapa,20.7,-105.2,78.22,78,0,9.22,MX,2022-05-23 01:23:49
529,Mitha Tiwana,32.2486,72.1108,84.47,25,78,11.27,PK,2022-05-23 01:28:03
530,Praia Da Vitoria,38.7333,-27.0667,63.75,100,100,7.23,PT,2022-05-23 01:28:04
531,Zandvoort,52.3749,4.5341,60.94,68,0,8.05,NL,2022-05-23 01:28:05
532,Panaba,21.2833,-88.2667,83.17,60,6,14.43,MX,2022-05-23 01:28:05
533,Margate,51.3813,1.3862,60.31,80,99,1.01,GB,2022-05-23 01:28:06
534,Nuevitas,21.5453,-77.2644,78.06,82,100,12.46,CU,2022-05-23 01:28:07
535,Manokwari,-0.8667,134.0833,83.95,69,67,8.57,ID,2022-05-23 01:24:27
536,Yulara,-25.2406,130.9889,65.46,36,100,10.25,AU,2022-05-23 01:28:07
537,Ukiah,39.1502,-123.2078,81.45,30,0,19.57,US,2022-05-23 01:28:08
538,Jhudo,24.964,69.2968,82.04,82,4,21.05,PK,2022-05-23 01:28:09
539,Zlobin,45.2924,14.6541,61.9,85,20,6.91,HR,2022-05-23 01:27:22
540,Krasnyy Chikoy,50.3643,108.7512,62.4,53,100,6.13,RU,2022-05-23 01:28:09
541,Olinda,-8.0089,-34.8553,76.73,83,40,9.22,BR,2022-05-23 01:28:10
542,Bilma,18.6853,12.9164,84.43,12,91,3.65,NE,2022-05-23 01:28:10
543,Touros,-5.1989,-35.4608,75.09,92,24,12.33,BR,2022-05-23 01:28:11
544,Kapuskasing,49.4169,-82.4331,44.69,70,75,5.75,CA,2022-05-23 01:28:11
545,Phuthaditjhaba,-28.5242,28.8158,42.87,77,8,1.95,ZA,2022-05-23 01:28:12
546,Atasu,48.6814,71.6433,48.85,48,0,7.05,KZ,2022-05-23 01:28:12
547,Vestmannaeyjar,63.4427,-20.2734,49.17,80,4,7.18,IS,2022-05-23 01:28:13
548,Verkhoyansk,67.5447,133.385,49.3,63,96,4.85,RU,2022-05-23 01:28:14
